date,gross_return,cost,net_return,turnover
2024-01-31,0.05241415859579974,0.00078,0.051634158595799735,0.3
2024-02-29,0.025517158046499174,0.0007800000000000001,0.024737158046499175,0.30000000000000004
2024-03-29,0.017916105968263745,0.0007799999999999998,0.017136105968263746,0.29999999999999993
2024-04-30,0.0039866135209406135,0.0007800000000000001,0.003206613520940613,0.30000000000000004
2024-05-31,0.03131807143332534,0.0007799999999999998,0.030538071433325337,0.29999999999999993
2024-06-28,0.04248816151066248,0.0007800000000000001,0.04170816151066248,0.30000000000000004
2024-07-31,0.11419352422998046,0.0007800000000000001,0.11341352422998045,0.30000000000000004
2024-08-30,0.02836833187326949,0.0007800000000000001,0.027588331873269492,0.30000000000000004
2024-09-30,-0.05048209998860985,0.00078,-0.05126209998860985,0.3
2024-10-31,-0.07435922501684464,0.00078,-0.07513922501684464,0.3
2024-11-29,0.010502345790947283,0.00078,0.009722345790947284,0.3
2024-12-31,0.030570914654803612,0.00078,0.029790914654803612,0.3
2025-01-31,0.10687725343374166,0.0007799999999999998,0.10609725343374166,0.29999999999999993
2025-02-28,-0.005930274222123784,0.0007799999999999998,-0.006710274222123783,0.29999999999999993
2025-03-31,-0.029053312645792372,0.0007800000000000001,-0.02983331264579237,0.30000000000000004
2025-04-30,0.08871048863306974,0.0007799999999999998,0.08793048863306974,0.29999999999999993
2025-05-30,0.02201802800279036,0.0007800000000000001,0.02123802800279036,0.30000000000000004
2025-06-30,0.0464016685163917,0.0007799999999999998,0.0456216685163917,0.29999999999999993
2025-07-31,-0.01702799617362185,0.00078,-0.01780799617362185,0.3
2025-08-29,-0.09345193665871399,0.0007800000000000001,-0.09423193665871399,0.30000000000000004
2025-09-30,-0.03293128720202417,0.0007799999999999998,-0.033711287202024175,0.29999999999999993
2025-10-31,-0.06636251414618224,0.0007800000000000001,-0.06714251414618225,0.30000000000000004
2025-11-28,-0.02427725804180817,0.0007799999999999998,-0.02505725804180817,0.29999999999999993
