test_year,backend,train_start,train_end,validation_start,validation_end,train_samples,validation_samples,validation_rmse,validation_mae,validation_ic,test_rmse,test_mae,mean_monthly_ic,monthly_icir
2024,xgboost,2018-01-31,2022-12-30,2023-01-31,2023-11-30,720,132,0.06551879643113089,0.054441423799295265,-0.06929434202161476,0.06905173574368796,0.05473976377701173,0.07400932400932403,0.19462443686525818
2025,xgboost,2018-01-31,2023-12-29,2024-01-31,2024-11-29,864,132,0.06681090833187737,0.05326323354756335,0.08994651938258523,0.0773492266655009,0.06286527891626303,0.08829937313082947,0.2347841782284457
