,annual_return,annual_volatility,sharpe,max_drawdown,win_rate
timing_strategy,-0.009432757393592395,0.13727142700856998,-0.0002560805018546926,-0.21961998429276708,0.5222222222222223
equal_weight_factors,0.011267068743462394,0.05952941159115407,0.21794838264192326,-0.09483091123795973,0.526984126984127
market_proxy,0.1847818941097028,0.1906559083689851,0.9844212588890339,-0.17929200569776116,0.5206349206349207
