date,equal_weight,timing_score,top_k,rank_weight,risk_weight
2021-01-04,-0.0019044761671309141,-0.0019044761671309141,-0.0019044761671309141,-0.0019044761671309141,-0.0019044761671309141
2021-01-05,-0.005277508057696471,-0.005277508057696471,-0.005277508057696471,-0.005277508057696471,-0.005277508057696471
2021-01-06,-0.009956957550104527,-0.009956957550104527,-0.009956957550104527,-0.009956957550104527,-0.009956957550104527
2021-01-07,0.0015673557198613427,0.0015673557198613427,0.0015673557198613427,0.0015673557198613427,0.0015673557198613427
2021-01-08,0.0006562867263622998,0.0006562867263622998,0.0006562867263622998,0.0006562867263622998,0.0006562867263622998
2021-01-11,-0.0062037042006160715,-0.0062037042006160715,-0.005172023334489947,-0.0062037042006160715,-0.0062037042006160715
2021-01-12,0.0018390207931934855,0.0018390207931934857,-0.0006701136527550592,0.0018390207931934857,0.0018390207931934855
2021-01-13,0.010558005427010329,0.01055800542701033,0.008198155218934421,0.01055800542701033,0.010558005427010329
2021-01-14,0.0046357171605667,0.0046357171605667,0.007136892838176068,0.0046357171605667,0.0046357171605667
2021-01-15,-0.004075958948160957,-0.004075958948160958,-0.005781407923180774,-0.004075958948160958,-0.004075958948160957
2021-01-18,0.006462560389370557,0.0064625603893705575,0.004568729362819141,0.0064625603893705575,0.006462560389370557
2021-01-19,-0.0007797720915090859,-0.0007797720915090859,0.001173413486724688,-0.0007797720915090859,-0.0007797720915090859
2021-01-20,-0.0008492700629672855,-0.0008492700629672855,0.00017348741098346466,-0.0008492700629672855,-0.0008492700629672855
2021-01-21,-0.00844591147305597,-0.008445911473055972,-0.008656594967198509,-0.008445911473055972,-0.00844591147305597
2021-01-22,-0.004424168867328243,-0.004424168867328244,-0.0030100806280528285,-0.004424168867328244,-0.004424168867328243
2021-01-25,0.0071285765955633705,0.007128576595563372,0.00505587355736877,0.007128576595563372,0.0071285765955633705
2021-01-26,-0.0006028262913601142,-0.0006028262913601143,-0.001144665172543096,-0.0006028262913601143,-0.0006028262913601142
2021-01-27,0.008051817721728971,0.008051817721728971,0.006059883557736878,0.008051817721728971,0.008051817721728971
2021-01-28,-0.001959494790488814,-0.001959494790488815,-0.0021064646473854336,-0.001959494790488815,-0.001959494790488814
2021-01-29,0.0003915723525163,0.0003915723525163001,0.001390674821614236,0.0003915723525163001,0.0003915723525163
2021-02-01,-0.006223319184867857,-0.006223319184867858,-0.004343854024356125,-0.006223319184867858,-0.0047862478636792345
2021-02-02,-0.004790087748826,-0.0047900877488260005,-0.003540297207795778,-0.0047900877488260005,-0.009362927220214288
2021-02-03,-0.0010657290361539857,-0.0010657290361539861,0.0005114881686622047,-0.0010657290361539861,-0.003328908095368928
2021-02-04,0.0023961543264062572,0.0023961543264062572,0.004968211557937725,0.0023961543264062572,-0.0017517241042897971
2021-02-05,-0.0058497820502089425,-0.005849782050208943,-0.00658616866692545,-0.005849782050208943,-0.007918639808744191
2021-02-08,-0.005469473266230608,-0.005469473266230608,-0.007724171150664509,-0.005469473266230608,-0.004324977621688291
2021-02-09,-0.006307982959881343,-0.006307982959881344,-0.005314190378208845,-0.006307982959881344,-0.004923757555103982
2021-02-10,0.009088319080643985,0.009088319080643985,0.005719350269779764,0.009088319080643985,0.005809459953696665
2021-02-18,0.005994937941163842,0.0059949379411638444,0.002502008727413901,0.0059949379411638444,-0.0028601624479909424
2021-02-19,0.003496286546645586,0.003496286546645586,-0.003630991138091004,0.003496286546645586,-0.00010495126599229399
2021-02-22,0.0010948920259739856,0.0010948920259739859,0.0013614692437977653,0.0010948920259739859,0.0015518606917907579
2021-02-23,0.006121905431949357,0.006121905431949357,0.0008743210008531543,0.006121905431949357,0.0030023031055638814
2021-02-24,0.0013079418587426143,0.0013079418587426147,0.003114766432892689,0.0013079418587426147,0.0018712175304113738
2021-02-25,0.004239546140753943,0.0042395461407539435,0.0023785835828719903,0.0042395461407539435,0.0034877572359378276
2021-02-26,-0.0029354745184479282,-0.002935474518447929,-0.00519151531127711,-0.002935474518447929,-0.0033233364199904154
2021-03-01,0.0007909000366496861,0.0007909000366496857,-0.0016879731991350298,0.0007909000366496857,-0.00024498430617228345
2021-03-02,0.0036634598241873854,0.003663459824187386,0.006418976447329866,0.003663459824187386,0.0050752578113174365
2021-03-03,0.0124214883184703,0.012421488318470302,0.012163757149784227,0.012421488318470302,0.01370868228886363
2021-03-04,0.003803028214155528,0.003803028214155529,0.0018877997936803319,0.003803028214155529,0.0018457438635799367
2021-03-05,0.013411910988687215,0.013411910988687216,0.014729609063384688,0.013411910988687216,0.014877182974448514
2021-03-08,0.0041030731763852715,0.0041030731763852715,0.00702329692114485,0.0041030731763852715,0.0038080441295978732
2021-03-09,-0.0092634618034311,-0.0092634618034311,-0.008798492900355632,-0.0092634618034311,-0.009937549526769965
2021-03-10,-0.002412028882419144,-0.0024120288824191444,-0.002896023972859235,-0.0024120288824191444,-0.0018138618398267279
2021-03-11,-0.0021881465855698567,-0.0021881465855698575,-0.002144618035836705,-0.0021881465855698575,-0.0022708386992340017
2021-03-12,0.009048154825640671,0.009048154825640673,0.010891457046720997,0.009048154825640673,0.009546892396492954
2021-03-15,-0.0013880700411831285,-0.0013880700411831287,-0.001492914481801123,-0.0013880700411831287,-0.0019484848337837032
2021-03-16,-0.0047302920609101845,-0.004730292060910186,-0.00734323564790992,-0.004730292060910186,-0.004771208649101457
2021-03-17,-0.006606346683261743,-0.006606346683261743,-0.0092138015946518,-0.006606346683261743,-0.006895280450479869
2021-03-18,0.014171492751770041,0.014171492751770043,0.014732844437416513,0.014171492751770043,0.015342876128909028
2021-03-19,0.0036735678304374714,0.003673567830437472,0.0034711247548892665,0.003673567830437472,0.004151489286507169
2021-03-22,0.006205174768380214,0.006205174768380215,0.006650224489528321,0.006205174768380215,0.006028652013564235
2021-03-23,0.005828713408957071,0.005828713408957072,0.00670609919000424,0.005828713408957072,0.005461383405635907
2021-03-24,-0.0015600073907198282,-0.0015600073907198289,-0.003166682518802551,-0.0015600073907198289,-0.0015600865427282198
2021-03-25,-0.0072886230425499715,-0.007288623042549972,-0.007331568056579924,-0.007288623042549972,-0.007213938457686028
2021-03-26,0.0042215035492588,0.0042215035492588005,0.005531899183498569,0.0042215035492588005,0.004291239287564533
2021-03-29,-0.007321033176220685,-0.007321033176220687,-0.00858979875184524,-0.007321033176220687,-0.0076531984164858085
2021-03-30,0.0088011272194631,0.008801127219463101,0.010686988723619393,0.008801127219463101,0.009200013068773102
2021-03-31,-0.0074312229450322845,-0.007431222945032286,-0.010618528313604781,-0.007431222945032286,-0.007549475904860233
2021-04-01,-0.006020651231175228,-0.00602065123117523,-0.008903881280308949,-0.00602065123117523,-0.005788570183312244
2021-04-02,0.0020348984295099713,0.0020348984295099717,8.647287248890196e-05,0.0020348984295099717,0.0025039629329744427
2021-04-06,0.008253752951477043,0.008253752951477043,0.0056686168765414345,0.008253752951477043,0.008467791013955957
2021-04-07,-0.000781580677787614,-0.0007815806777876145,0.00012079151475752552,-0.0007815806777876145,-0.0007020438796801431
2021-04-08,0.007830652546326327,0.007830652546326328,0.0079281945239557,0.007830652546326328,0.007914732310066185
2021-04-09,0.0090827308705686,0.009082730870568602,0.01131388671242339,0.009082730870568602,0.00830264527639929
2021-04-12,-0.004379254982643071,-0.004379254982643072,-0.004045540970371964,-0.004379254982643072,-0.005506262968466685
2021-04-13,-0.0023403921859684713,-0.002340392185968472,-0.0020406550436530783,-0.002340392185968472,-0.002616088097077024
2021-04-14,-0.0012523453020181427,-0.001252345302018143,-0.00398664017472967,-0.001252345302018143,0.0013429485081040563
2021-04-15,0.003833951693283443,0.003833951693283444,0.004442801979859936,0.003833951693283444,0.0017594191644504898
2021-04-16,-0.013252194191392884,-0.013252194191392888,-0.012613075745269918,-0.013252194191392888,-0.013638116799643338
2021-04-19,-0.0020223706678283862,-0.0020223706678283862,-0.002806944930655614,-0.0020223706678283862,0.0018828112027551992
2021-04-20,-0.00011406641757194291,-0.00011406641757194308,0.0010226956730418767,-0.00011406641757194308,0.0005496083512046908
2021-04-21,-0.0021133944711034286,-0.002113394471103429,-0.0022682042687508603,-0.002113394471103429,-0.003784555550548151
2021-04-22,-0.006455896089294828,-0.006455896089294829,-0.005197162027306311,-0.006455896089294829,-0.005540769798504731
2021-04-23,0.0029676529053619853,0.002967652905361986,0.002216532100940636,0.002967652905361986,0.006329573294874989
2021-04-26,-0.002253126102293486,-0.0022531261022934864,-0.00256025975018111,-0.0022531261022934864,0.0013956407109459818
2021-04-27,-0.0026388267027554852,-0.002638826702755486,-0.0019697614625826757,-0.002638826702755486,-0.0009888336392429177
2021-04-28,0.00021725069073436328,0.0002172506907343634,0.0012055219480396969,0.0002172506907343634,0.0002770094396674416
2021-04-29,-0.004443419294006356,-0.004443419294006357,-0.00632955515182458,-0.004443419294006357,0.0007620211198738061
2021-04-30,0.006293094654638413,0.0062930946546384155,0.0046090731727915085,0.0062930946546384155,0.007412031118134869
2021-05-06,0.00860315090702,0.007139846759970921,0.007707954917207452,0.006424702016109107,0.011911238434998507
2021-05-07,-0.0005316460419917419,0.004692268056707029,0.005998425735248517,0.005961947364913293,0.007413147117989438
2021-05-10,0.0014682566083784572,-0.005908440263838822,-0.0021980459769635917,-0.0014695709389359094,-0.00016266996626817902
2021-05-11,-0.0003963163816513288,0.004223760893946078,0.0021138365882135647,0.0019971309803758466,0.0005246720282355597
2021-05-12,0.0040682129608419,-0.004589980997319767,-0.00046768131224447047,0.0004874221051192006,0.0021888290166214293
2021-05-13,-0.002943146128551086,-0.007599089921780029,-0.00563971531175061,-0.003781524454514203,-0.004463269664690805
2021-05-14,-0.004645844720201271,0.005060062282580723,0.0020187330320454596,0.0004826241743836968,-0.005575415158139916
2021-05-17,0.0029894049653513425,0.007192057746791554,0.006269654785598121,0.00535044126226392,0.0036116979637903857
