,regime,annual_return,annual_volatility,sharpe,max_drawdown,win_rate
timing_strategy,bull,0.2449217458982471,0.1499531753670183,1.53640947275758,-0.10073690243543276,0.5742574257425742
equal_weight_factors,bull,0.054930622398164264,0.058407940341951216,0.944697912701321,-0.07355936138035679,0.5445544554455446
market_proxy,bull,0.7529161098395363,0.2337337644625093,2.5188641271682664,-0.10969306292030323,0.5891089108910891
timing_strategy,sideways,-0.03007871958223729,0.11656872259955213,-0.20390926261412926,-0.09271417816035643,0.4911504424778761
equal_weight_factors,sideways,0.04035417726853341,0.06346464288222496,0.6550024228914209,-0.061157607924613555,0.5265486725663717
market_proxy,sideways,0.2123652394082891,0.15298501929187697,1.3353259383786642,-0.08996852764072527,0.5265486725663717
timing_strategy,bear,-0.19302482700528256,0.14453747317287688,-1.4107454236924568,-0.22162369073320365,0.504950495049505
equal_weight_factors,bear,-0.06086230956098926,0.056006851376502784,-1.093112360587182,-0.07074978414087252,0.5099009900990099
market_proxy,bear,-0.21957156429799785,0.1776952422892712,-1.3052878768355984,-0.17431408187956499,0.44554455445544555
