date,ticker,open,high,low,close,volume,amount,market_cap
2021-01-04,002028,19.35,20.18,19.26,20.18,23763366.0,485916106.0,11903732207.98
2021-01-05,002028,20.11,20.11,19.39,19.88,20094092.0,410268163.0,11726768894.68
2021-01-06,002028,19.9,19.93,19.2,19.24,18066598.0,362337473.0,11349247159.64
2021-01-07,002028,19.18,19.24,18.32,18.73,19252762.0,375052301.0,11048409527.03
2021-01-08,002028,18.8,18.99,18.27,18.64,12214604.0,235833305.0,10995320533.04
2021-01-11,002028,18.75,18.79,18.12,18.19,17302812.0,329030273.0,10729875563.09
2021-01-12,002028,18.42,20.02,18.21,20.02,47357833.0,964751846.0,11809351774.22
2021-01-13,002028,19.9,21.31,19.85,20.98,61020587.0,1305944536.0,12375634376.78
2021-01-14,002028,20.77,20.98,20.06,20.67,32284166.0,688369952.0,12192772286.37
2021-01-15,002028,20.65,20.89,20.22,20.69,19315323.0,411660577.0,12204569840.59
2021-01-18,002028,20.45,20.45,18.63,19.39,52859004.0,1050252176.0,11437728816.29
2021-01-19,002028,19.24,20.18,19.15,19.45,26468670.0,537587106.0,11473121478.949999
2021-01-20,002028,19.29,19.73,18.95,19.64,24575891.0,493374440.0,11585198244.04
2021-01-21,002028,19.45,21.61,19.45,21.17,58381429.0,1286182058.0,12487711141.87
2021-01-22,002028,21.2,21.56,20.65,21.41,40519659.0,885585607.0,12629281792.51
2021-01-25,002028,21.42,22.34,21.1,21.93,37747911.0,855321884.0,12936018202.23
2021-01-26,002028,21.67,22.36,21.45,21.71,26096344.0,593243474.0,12806245105.810001
2021-01-27,002028,22.1,22.17,20.84,21.49,29836225.0,660477559.0,12676472009.39
2021-01-28,002028,21.04,21.57,20.59,20.6,24630746.0,534487588.0,12151480846.6
2021-01-29,002028,20.8,20.91,19.87,20.16,20502448.0,429714782.0,11891934653.76
2021-02-01,002028,20.15,20.57,20.06,20.36,19049595.0,401356475.0,12009910195.96
2021-02-02,002028,20.41,20.42,19.37,19.77,28056139.0,573048887.0,11661882346.47
2021-02-03,002028,20.05,20.26,19.41,19.44,22528272.0,461858841.0,11467222701.84
2021-02-04,002028,19.13,19.91,18.96,19.69,19972207.0,402400617.0,11614692129.59
2021-02-05,002028,19.77,20.62,19.63,20.46,28445731.0,598625138.0,12068897967.060001
2021-02-08,002028,20.41,20.57,19.56,20.13,20974076.0,435984760.0,11874238322.43
2021-02-09,002028,19.97,21.73,19.94,21.62,31521455.0,695713313.0,12753156111.82
2021-02-10,002028,21.66,21.7,21.25,21.33,18978108.0,421657118.0,12582091575.63
2021-02-18,002028,21.69,22.25,21.23,21.99,29267974.0,662045049.0,12971410864.89
2021-02-19,002028,21.99,23.03,21.8,22.48,35278346.0,824427945.0,13260450943.28
2021-02-22,002028,22.76,24.53,22.76,23.39,40679537.0,1000372915.0,13797239660.29
2021-02-23,002028,23.15,24.47,23.05,24.04,33089458.0,823821589.0,14180660172.439999
2021-02-24,002028,23.84,24.71,23.54,24.5,35808809.0,901126522.0,14452003919.5
2021-02-25,002028,24.62,25.84,23.86,25.67,42261938.0,1099208965.0,15142160841.37
2021-02-26,002028,25.08,25.82,24.23,24.51,36550832.0,944587726.0,14457902696.61
2021-03-01,002028,24.94,26.41,24.89,26.14,31823512.0,851236228.0,15419403365.54
2021-03-02,002028,26.28,26.69,25.32,25.86,24850616.0,669803632.0,15254237606.46
2021-03-03,002028,25.75,26.22,24.89,25.6,28420400.0,750797240.0,15100869401.6
2021-03-04,002028,25.37,25.88,25.1,25.23,20131231.0,531782903.0,14882614648.53
2021-03-05,002028,24.96,26.68,24.79,25.7,21363806.0,574946176.0,15159857172.699999
2021-03-08,002028,26.02,26.36,24.81,24.85,19922913.0,526802418.0,14658461118.35
2021-03-09,002028,24.49,24.65,23.15,23.4,25789790.0,638673845.0,13803138437.4
2021-03-10,002028,23.84,24.29,23.15,23.75,14130343.0,347456229.0,14009595636.25
2021-03-11,002028,23.76,24.67,23.5,24.64,13458668.0,340277998.0,14534586799.04
2021-03-12,002028,24.5,25.08,24.06,24.72,12617193.0,321048057.0,14581777015.92
2021-03-15,002028,24.72,25.02,24.21,24.6,9996406.0,254415891.0,14510991690.6
2021-03-16,002028,24.77,25.71,24.48,25.29,17499396.0,457521343.0,14918007311.189999
2021-03-17,002028,25.52,25.67,24.79,25.33,12257177.0,321125965.0,14941602419.63
2021-03-18,002028,27.49,27.87,26.15,26.78,40456325.0,1141488158.0,15796925100.58
2021-03-19,002028,26.53,29.46,26.43,28.76,58421683.0,1738268185.0,16964882968.36
2021-03-22,002028,28.63,29.13,27.78,28.64,33600421.0,988509034.0,16894097643.04
2021-03-23,002028,28.25,28.39,27.59,27.93,19378464.0,561645181.0,16475284468.23
2021-03-24,002028,27.59,28.73,27.56,27.64,18597125.0,541960679.0,16304219932.04
2021-03-25,002028,27.11,28.24,26.93,27.67,12513463.0,359672790.0,16321916263.37
2021-03-26,002028,27.53,28.47,27.16,28.14,17080150.0,495513151.0,16599158787.54
2021-03-29,002028,28.12,29.11,27.88,28.28,14282437.0,422715063.0,16681741667.08
2021-03-30,002028,28.41,29.02,28.05,28.84,13659374.0,406202388.0,17012073185.24
2021-03-31,002028,28.93,29.04,27.96,28.66,12895403.0,380406152.0,16905895197.26
2021-04-01,002028,28.48,28.89,27.59,28.6,10293877.0,302801871.0,16870502534.6
2021-04-02,002028,28.57,30.33,28.57,29.34,15614921.0,481078052.0,17307012040.74
2021-04-06,002028,29.33,29.99,28.73,28.82,11623004.0,351813379.0,17000275631.02
2021-04-07,002028,28.87,29.32,28.54,29.09,8332209.0,250610647.0,17159542612.99
2021-04-08,002028,28.94,29.29,28.55,28.55,7805745.0,233088581.0,16841008649.050001
2021-04-09,002028,28.38,29.0,28.22,28.82,6953954.0,206656051.0,17000275631.02
2021-04-12,002028,28.82,30.38,28.46,28.68,13131493.0,400692844.0,16917692751.48
2021-04-13,002028,28.93,29.66,28.39,29.2,9168708.0,278108923.0,17224429161.2
2021-04-14,002028,29.45,29.61,28.72,29.1,7865496.0,236698721.0,17165441390.1
2021-04-15,002028,29.39,29.39,28.09,28.71,8603427.0,255459944.0,16935389082.810001
2021-04-16,002028,28.76,28.92,27.6,28.82,12061216.0,355483351.0,17000275631.02
2021-04-19,002028,28.44,28.45,27.2,27.96,16119290.0,465721513.0,16492980799.560001
