date,ticker,open,high,low,close,volume,amount,market_cap
2021-01-04,002074,38.94,41.21,38.56,40.33,89492325.0,3622822971.0,47533241725.229996
2021-01-05,002074,39.93,41.79,39.19,40.96,77864278.0,3215103974.0,48275764469.76
2021-01-06,002074,41.22,41.69,39.07,40.63,69256538.0,2818185815.0,47886823984.53001
2021-01-07,002074,41.01,43.91,40.64,43.77,86578810.0,3698012121.0,51587651631.87
2021-01-08,002074,44.36,44.48,40.42,42.38,84899337.0,3594839674.0,49949387163.78001
2021-01-11,002074,43.43,44.04,39.12,39.17,95259278.0,3959346418.0,46166056989.270004
2021-01-12,002074,38.76,42.89,38.41,42.07,84962813.0,3527202690.0,49584018829.17
2021-01-13,002074,41.51,42.82,37.86,38.58,94649609.0,3848204406.0,45470678545.979996
2021-01-14,002074,38.45,39.23,36.29,36.81,69210645.0,2613261331.0,43384543216.11
2021-01-15,002074,36.8,38.45,36.07,37.85,54077951.0,2043552751.0,44610295048.35
2021-01-18,002074,36.87,38.25,36.19,37.27,45928904.0,1735031906.0,43926702680.37
2021-01-19,002074,37.26,37.59,36.23,36.48,39538095.0,1475504846.0,42995602730.88
2021-01-20,002074,36.43,38.04,36.43,37.17,48882656.0,1853021839.0,43808841927.270004
2021-01-21,002074,37.4,38.55,36.16,38.1,56771623.0,2167800250.0,44904946931.1
2021-01-22,002074,37.67,41.78,37.64,41.61,79455383.0,3219519634.0,49041859364.909996
2021-01-25,002074,40.89,44.8,40.79,42.55,94797756.0,4132803935.0,50149750444.049995
2021-01-26,002074,42.42,43.06,41.09,42.37,57945609.0,2471972867.0,49937601088.46999
2021-01-27,002074,42.4,42.93,39.2,41.21,65661252.0,2712964088.0,48570416352.51
2021-01-28,002074,39.48,39.89,37.76,38.29,58794348.0,2313893133.0,45128882361.99
2021-01-29,002074,38.48,39.09,35.44,36.07,60095565.0,2244997872.0,42512373643.17
2021-02-01,002074,36.26,38.41,36.26,36.89,56931075.0,2159306473.0,43478831818.590004
2021-02-02,002074,36.92,38.21,36.37,37.4,44149883.0,1675914204.0,44079921659.4
2021-02-03,002074,37.71,39.22,37.35,37.36,45557891.0,1758984022.0,44032777358.159996
2021-02-04,002074,37.76,38.14,35.08,36.38,53949266.0,1990337152.0,42877741977.78001
2021-02-05,002074,36.38,39.73,36.37,36.98,76592068.0,2954323306.0,43584906496.38
2021-02-08,002074,37.37,38.78,36.48,38.21,44798090.0,1716440313.0,45034593759.51
2021-02-09,002074,38.26,40.01,37.83,39.7,54242523.0,2151166095.0,46790718980.700005
2021-02-10,002074,39.42,40.42,38.06,39.88,58631556.0,2327316866.0,47002868336.28001
2021-02-18,002074,40.72,40.8,37.98,39.76,48793087.0,1939349427.0,46861435432.56
2021-02-19,002074,39.0,39.39,38.04,38.91,30956260.0,1214085182.0,45859619031.21
2021-02-22,002074,38.74,39.49,37.34,38.29,40089181.0,1563613962.0,45128882361.99
2021-02-23,002074,38.44,41.18,37.86,39.71,56070716.0,2259717236.0,46802505056.01
2021-02-24,002074,40.08,42.49,40.08,40.46,73480506.0,3079715068.0,47686460704.26
2021-02-25,002074,41.21,41.4,37.69,38.05,56187872.0,2207030645.0,44846016554.549995
2021-02-26,002074,36.66,37.31,35.9,36.37,30831924.0,1142927209.0,42865955902.46999
2021-03-01,002074,37.44,37.78,36.77,37.44,22965108.0,868467006.0,44127065960.64
2021-03-02,002074,37.91,38.03,36.38,36.57,26181544.0,986433450.0,43101677408.67
2021-03-03,002074,36.57,37.45,35.92,37.25,25393558.0,947268500.0,43903130529.75
2021-03-04,002074,36.61,36.62,34.04,34.25,42767845.0,1528733293.0,40367307936.75
2021-03-05,002074,33.52,34.75,32.61,34.12,27673594.0,947912163.0,40214088957.71999
2021-03-08,002074,34.7,34.7,32.04,32.23,30921939.0,1044271361.0,37986520724.13
2021-03-09,002074,32.35,33.52,31.16,32.59,33605235.0,1104955026.0,38410819435.29
2021-03-10,002074,33.52,33.98,32.73,33.24,20552034.0,694162153.0,39176914330.44
2021-03-11,002074,33.62,36.48,33.54,36.28,48336484.0,1736847913.0,42759881224.68
2021-03-12,002074,36.48,38.41,35.92,37.98,45096762.0,1705337462.0,44763514027.38
2021-03-15,002074,37.56,37.71,35.67,36.28,33077301.0,1223774637.0,42759881224.68
2021-03-16,002074,36.74,36.95,34.51,34.94,27802855.0,1000660890.0,41180547133.14
2021-03-17,002074,35.29,37.45,35.16,37.07,34266745.0,1275272849.0,43690981174.17
2021-03-18,002074,37.12,39.76,37.1,39.04,55499345.0,2190745256.0,46012838010.24
2021-03-19,002074,38.33,39.34,37.31,37.71,39521209.0,1527519539.0,44445289994.01
2021-03-22,002074,37.71,39.1,36.92,38.77,36244100.0,1407069110.0,45694613976.87
2021-03-23,002074,39.53,39.69,37.24,37.95,32289212.0,1249831629.0,44728155801.450005
2021-03-24,002074,37.17,37.58,35.63,36.25,32670471.0,1207037204.0,42724522998.75
2021-03-25,002074,35.27,37.35,34.76,36.43,33924236.0,1233078660.0,42936672354.33
2021-03-26,002074,36.37,37.4,35.93,36.98,23735066.0,885131940.0,43584906496.38
2021-03-29,002074,36.72,36.74,35.76,36.02,22268057.0,815843092.0,42453443266.62
2021-03-30,002074,35.7,36.88,35.41,36.18,21801502.0,802273234.0,42642020471.58
2021-03-31,002074,36.18,36.61,34.89,35.52,19429360.0,700569032.0,41864139501.12
2021-04-01,002074,36.07,38.55,35.73,38.55,43762028.0,1657232457.0,45435320320.049995
2021-04-02,002074,38.06,38.96,37.66,38.63,28148381.0,1096863358.0,45529608922.53001
2021-04-06,002074,38.75,39.6,38.15,38.9,25395605.0,1000252931.0,45847832955.9
2021-04-07,002074,38.74,38.74,35.41,35.79,63164489.0,2328425669.0,42182363534.49
2021-04-08,002074,35.97,36.44,35.35,35.93,24021880.0,877073179.0,42347368588.83
2021-04-09,002074,35.88,35.88,33.91,34.23,37515105.0,1311478284.0,40343735786.13
2021-04-12,002074,34.31,34.47,32.3,32.6,30911152.0,1035417716.0,38422605510.6
2021-04-13,002074,32.61,33.31,32.15,33.24,18393392.0,612951185.0,39176914330.44
2021-04-14,002074,33.05,34.6,33.05,34.41,21345960.0,735679725.0,40555885141.71
2021-04-15,002074,33.72,33.99,32.68,33.34,19197373.0,647250228.0,39294775083.54
2021-04-16,002074,33.57,34.46,32.98,34.05,19431840.0,665995029.0,40131586430.549995
2021-04-19,002074,31.05,34.09,31.05,33.74,53856636.0,1794336341.0,39766218095.94
2021-04-20,002074,33.55,35.37,33.47,34.21,32848202.0,1150662792.0,40320163635.51
2021-04-21,002074,33.78,34.47,32.76,33.82,20805889.0,708846509.0,39860506698.42
2021-04-22,002074,34.12,34.44,32.93,33.24,22228952.0,752439703.0,39176914330.44
2021-04-23,002074,33.4,34.75,33.2,33.96,26560933.0,916094337.0,40025511752.76
2021-04-26,002074,34.01,35.27,33.56,33.72,32013350.0,1120792442.0,39742645945.32
2021-04-27,002074,33.72,34.21,32.78,33.33,20105067.0,679920173.0,39282989008.229996
2021-04-28,002074,33.7,34.58,33.22,33.87,25899614.0,894577334.0,39919437074.96999
2021-04-29,002074,33.72,34.21,33.43,33.53,17456587.0,597549907.0,39518710514.43
2021-04-30,002074,33.56,35.19,33.03,34.25,32141960.0,1112587157.0,40367307936.75
2021-05-06,002074,34.51,34.6,32.16,32.98,36143390.0,1211245139.0,38870476372.38
2021-05-07,002074,32.78,32.93,31.44,31.6,26242247.0,855695995.0,37243997979.6
2021-05-10,002074,31.59,31.89,30.93,31.65,16887050.0,539181163.0,37302928356.15
2021-05-11,002074,31.1,31.7,30.77,31.38,17919813.0,566808945.0,36984704322.78
2021-05-12,002074,31.35,31.74,30.96,31.35,13156047.0,418476876.0,36949346096.85
2021-05-13,002074,30.88,31.06,30.36,30.66,19584366.0,609034303.0,36136106900.46
2021-05-14,002074,30.51,31.4,30.18,31.37,18713378.0,587403237.0,36972918247.47
2021-05-17,002074,30.63,31.7,30.61,31.66,25731043.0,817005928.0,37314714431.46
2021-05-18,002074,31.32,31.48,30.73,31.05,18212015.0,574120905.0,36595763837.55
2021-05-19,002074,30.96,33.39,30.71,33.09,45520434.0,1511703852.0,39000123200.79
2021-05-20,002074,32.53,33.7,32.43,33.21,26512341.0,896853098.0,39141556104.51
2021-05-21,002074,33.41,33.68,32.79,33.52,20568450.0,693309730.0,39506924439.12
2021-05-24,002074,33.59,33.67,32.67,33.15,20468930.0,687996569.0,39070839652.65
2021-05-25,002074,33.03,34.2,32.93,33.7,27520877.0,942108162.0,39719073794.700005
2021-05-26,002074,33.13,33.77,32.79,33.36,22321087.0,753377117.0,39318347234.159996
2021-05-27,002074,33.22,34.35,32.99,34.3,28675921.0,984114369.0,40426238313.299995
2021-05-28,002074,34.16,35.55,34.05,34.88,39460384.0,1404599731.0,41109830681.28001
2021-05-31,002074,35.2,36.0,34.78,35.38,44101759.0,1585635720.0,41699134446.78001
2021-06-01,002074,36.55,37.96,35.71,36.0,60339561.0,2246031750.0,42429871116.0
2021-06-02,002074,35.85,36.87,35.0,35.29,38837910.0,1414495236.0,41593059768.99
2021-06-03,002074,35.2,35.72,34.43,34.97,25089451.0,892457018.0,41215905359.07
2021-06-04,002074,34.96,37.27,34.69,37.22,59522283.0,2203772707.0,43867772303.82
2021-06-07,002074,37.32,38.07,37.12,37.44,43269177.0,1648627165.0,44127065960.64
2021-06-08,002074,37.28,38.28,35.8,36.24,45368217.0,1691256991.0,42712736923.44
2021-06-09,002074,36.24,36.47,35.64,36.03,21761082.0,795817825.0,42465229341.93
2021-06-10,002074,35.96,36.82,35.79,36.26,33513302.0,1236389282.0,42736309074.06
2021-06-11,002074,36.08,36.43,34.97,35.49,33093794.0,1191460812.0,41828781275.19
2021-06-15,002074,36.03,36.23,34.58,34.92,25340554.0,902497402.0,41156974982.520004
2021-06-16,002074,34.9,34.9,32.73,32.94,32444249.0,1103102910.0,38823332071.14
2021-06-17,002074,32.83,33.62,32.76,33.13,19291953.0,649623903.0,39047267502.03001
2021-06-18,002074,33.03,33.66,32.65,33.45,26814069.0,902098036.0,39424421911.950005
2021-06-21,002074,33.46,34.16,32.87,33.76,27573267.0,939111077.0,39789790246.56
2021-06-22,002074,33.76,35.8,33.25,35.51,43942658.0,1543353112.0,41852353425.81
2021-06-23,002074,35.16,37.42,35.04,36.73,53397548.0,1981953695.0,43290254613.63
2021-06-24,002074,36.97,38.05,36.16,37.18,48095258.0,1818193053.0,43820628002.58
2021-06-25,002074,37.3,37.97,36.93,37.52,38808550.0,1472659855.0,44221354563.12
2021-06-28,002074,38.45,41.28,38.45,41.28,102849878.0,4226160553.0,48652918879.68
2021-06-29,002074,42.41,42.69,40.76,41.22,73849739.0,3120113692.0,48582202427.82
2021-06-30,002074,41.31,43.77,40.29,42.94,69889376.0,2991892396.0,50605242201.14
2021-07-01,002074,42.6,43.03,41.11,41.15,50413151.0,2145781977.0,48495708350.65
