year,Cumulative Return,Annualized Return,Annualized Volatility,Max Drawdown,Sharpe Ratio,Sortino Ratio,Information Ratio,Win Rate,Alpha,Beta
2022,0.05775711735581157,0.06317036224312766,0.0993598070129444,-0.05890751277650952,0.6357738017234469,1.305186257109794,0.5956319401173188,0.5454545454545454,0.07233564842791645,0.3808697420318003
2023,0.14659000375278075,0.14659000375278075,0.12725502139083214,-0.07479570230426891,1.1519388559337553,2.4840049162969433,0.6210737930063739,0.6666666666666666,0.08027356986837206,0.7468534207324935
2024,0.337617852822403,0.337617852822403,0.1613403865566631,-0.04024255629597262,2.0925811573150708,8.478880847106181,0.2084837233649526,0.75,0.15689219938580323,0.5390859253116628
2025,0.1005589755537788,0.1005589755537788,0.09102781048649447,-0.030515141557248215,1.1047060784648712,1.9402744248231243,-1.263707563929096,0.6666666666666666,0.02800809459269602,0.2675747037516732
2026,-0.05588749087491085,-0.0938844683083363,0.15516163312328643,-0.12742275481336118,-0.6050752780730191,-0.7591406015748744,-0.5310289124227484,0.5714285714285714,-0.09057984564098269,0.2752430121569016
