cost,Annualized Return,Annualized Volatility,Sharpe Ratio,Max Drawdown
0 bps,0.13267663232027727,0.1275727557638902,1.0400075747037498,-0.1260553677016224
5 bps,0.12895801466755374,0.12755632689476673,1.0109887749742386,-0.12658145264160037
13 bps,0.12303122125727439,0.12753204825297454,0.9647082670014658,-0.1274227548133613
20 bps,0.11786841027017703,0.12751283225221852,0.9243650869352116,-0.12815845642515677
50 bps,0.09598467372345376,0.12745193398997262,0.75310488211976,-0.13130683799963905
