date,gross_return,cost,net_return,turnover
2024-01-31,0.021164016700332373,0.00078,0.020384016700332373,0.3
2024-02-29,-0.005665964241264108,0.0007800000000000001,-0.006445964241264109,0.30000000000000004
2024-03-29,-0.0007924961727128587,0.0007800000000000001,-0.0015724961727128588,0.30000000000000004
2024-04-30,0.0003655275140628852,0.00078,-0.0004144724859371148,0.3
2024-05-31,-0.011485001439055334,0.00078,-0.012265001439055333,0.3
2024-06-28,0.011010998658315608,0.0007799999999999998,0.010230998658315608,0.29999999999999993
2024-07-31,0.029474792146365766,0.00078,0.028694792146365767,0.3
2024-08-30,-0.08740918311397919,0.00078,-0.08818918311397919,0.3
2024-09-30,-0.037425820038551334,0.00078,-0.03820582003855134,0.3
2024-10-31,0.008176324405477735,0.0007799999999999998,0.007396324405477736,0.29999999999999993
2024-11-29,0.029955531353599414,0.00078,0.029175531353599415,0.3
2024-12-31,-0.018049678178670217,0.00078,-0.018829678178670217,0.3
2025-01-27,-0.027402760766445988,0.0007800000000000001,-0.028182760766445988,0.30000000000000004
2025-02-28,0.000559770652659781,0.0007800000000000001,-0.00022022934734021904,0.30000000000000004
2025-03-31,-0.005560833933110761,0.0007799999999999998,-0.00634083393311076,0.29999999999999993
2025-04-30,0.006831858525356405,0.00078,0.0060518585253564045,0.3
2025-05-30,-0.014727098063657972,0.00078,-0.015507098063657972,0.3
2025-06-30,-0.011423960251871942,0.0007800000000000001,-0.012203960251871942,0.30000000000000004
2025-07-31,-0.07856230299563531,0.0007799999999999998,-0.07934230299563531,0.29999999999999993
2025-08-29,-0.02062461779663142,0.0007800000000000001,-0.021404617796631418,0.30000000000000004
2025-09-30,0.04523897776475159,0.0007799999999999998,0.044458977764751585,0.29999999999999993
2025-10-31,0.014097274097364602,0.00078,0.013317274097364603,0.3
2025-11-28,-0.025981815350026083,0.00078,-0.026761815350026082,0.3
2025-12-31,-0.04345305608833247,0.0007800000000000001,-0.04423305608833247,0.30000000000000004
2026-01-30,-0.022869116307127037,0.0007799999999999998,-0.023649116307127037,0.29999999999999993
2026-02-27,0.037320631705993715,0.0007799999999999998,0.03654063170599371,0.29999999999999993
2026-03-31,-0.021980681049865017,0.0007799999999999998,-0.022760681049865016,0.29999999999999993
2026-04-30,0.00924413262893166,0.0007799999999999998,0.008464132628931661,0.29999999999999993
2026-05-29,-0.01046918005623073,0.00078,-0.01124918005623073,0.3
2026-06-30,0.09750041142058358,0.0007799999999999998,0.09672041142058357,0.29999999999999993
