feature,mean_ic,ic_std,positive_ic_rate,months,icir,abs_mean_ic,factor,lag,selected,test_year
alpha038__lag_50,-0.043145306509310144,0.16741061100619953,0.4166666666666667,60,-0.892773313867064,0.043145306509310144,alpha038,50,False,2024
alpha018__lag_01,-0.042865608241780255,0.15082915537583894,0.31666666666666665,60,-0.9844968127959146,0.042865608241780255,alpha018,1,False,2024
alpha014__lag_09,0.04247665358295364,0.11147429980357398,0.7333333333333333,60,1.3199763940355247,0.04247665358295364,alpha014,9,True,2024
alpha014__lag_06,0.04227890705139787,0.10105985145909574,0.6166666666666667,60,1.449224673185729,0.04227890705139787,alpha014,6,True,2024
alpha041__lag_09,0.04222069155267409,0.15971227634451407,0.6166666666666667,60,0.9157515574091623,0.04222069155267409,alpha041,9,False,2024
alpha022__lag_55,0.04191987076972485,0.10016200892930319,0.6833333333333333,60,1.449798117989685,0.04191987076972485,alpha022,55,True,2024
alpha041__lag_32,0.04189769820832039,0.14257696736033032,0.7,60,1.0179616436026053,0.04189769820832039,alpha041,32,False,2024
alpha033__lag_32,0.041538520059474525,0.14996818112739477,0.65,60,0.9594945630915076,0.041538520059474525,alpha033,32,True,2024
alpha005__lag_49,-0.041425129006012425,0.14746612290074743,0.31666666666666665,60,-0.9731106607691938,0.041425129006012425,alpha005,49,False,2024
alpha038__lag_26,0.04129023747456969,0.1634189060357641,0.5833333333333334,60,0.875257225707872,0.04129023747456969,alpha038,26,False,2024
alpha006__lag_08,0.041207713419066365,0.1092759743160086,0.6666666666666666,60,1.3063045880361408,0.041207713419066365,alpha006,8,False,2024
alpha014__lag_23,0.040763078177081954,0.12684769447438793,0.6,60,1.1132046627755432,0.040763078177081954,alpha014,23,False,2024
alpha010__lag_17,0.0403868662118815,0.12310378522285673,0.6333333333333333,60,1.1364736528747699,0.0403868662118815,alpha010,17,False,2024
alpha003__lag_08,0.04030639713939415,0.07907632806003179,0.7333333333333333,60,1.7657048431100721,0.04030639713939415,alpha003,8,True,2024
alpha038__lag_49,-0.04027185724741545,0.1419948784825104,0.36666666666666664,60,-0.9824706864519197,0.04027185724741545,alpha038,49,False,2024
alpha041__lag_46,-0.04026566408807481,0.14367656192850384,0.4,60,-0.9708218941897028,0.04026566408807481,alpha041,46,False,2024
alpha005__lag_39,-0.04019598171032785,0.13957132666562222,0.36666666666666664,60,-0.9976473570276039,0.04019598171032785,alpha005,39,False,2024
alpha018__lag_20,-0.039236004930728305,0.17841588558346502,0.38333333333333336,60,-0.7618016053200881,0.039236004930728305,alpha018,20,False,2024
alpha018__lag_50,-0.039156515475680644,0.1815740117679617,0.4166666666666667,60,-0.7470350364666313,0.039156515475680644,alpha018,50,False,2024
alpha101__lag_31,-0.03892653983594379,0.11695766610242637,0.3,60,-1.152942718601492,0.03892653983594379,alpha101,31,False,2024
alpha010__lag_46,-0.038730678604316816,0.1310635612898966,0.4666666666666667,60,-1.0236789309565157,0.038730678604316816,alpha010,46,False,2024
alpha041__lag_39,0.038368325253204376,0.14259533308746067,0.6,60,0.9320906554370519,0.038368325253204376,alpha041,39,False,2024
alpha012__lag_11,0.03821795498622218,0.10458766212370793,0.6,60,1.2658364945421596,0.03821795498622218,alpha012,11,False,2024
alpha003__lag_09,0.038125314329790765,0.08163400828569176,0.65,60,1.6178301876990042,0.038125314329790765,alpha003,9,True,2024
alpha009__lag_20,-0.037994209939658664,0.13365617174938585,0.43333333333333335,60,-0.9847342049018345,0.037994209939658664,alpha009,20,False,2024
alpha038__lag_45,-0.03796705119368996,0.16913249274529843,0.4166666666666667,60,-0.7776254061373151,0.03796705119368996,alpha038,45,False,2024
alpha014__lag_24,0.03783852242042542,0.11637749879312764,0.6166666666666667,60,1.1263043800590962,0.03783852242042542,alpha014,24,False,2024
alpha006__lag_24,0.03732731706281975,0.1109651833431437,0.6333333333333333,60,1.1652809956273773,0.03732731706281975,alpha006,24,False,2024
alpha010__lag_35,0.037199381709619686,0.12656093448096556,0.6166666666666667,60,1.0181849461754722,0.037199381709619686,alpha010,35,False,2024
alpha006__lag_05,0.0370988544938199,0.1158534511604762,0.6166666666666667,60,1.1092824640483832,0.0370988544938199,alpha006,5,False,2024
alpha040__lag_59,-0.03687329909680066,0.13260020387361598,0.4666666666666667,60,-0.9632930510305212,0.03687329909680066,alpha040,59,False,2024
alpha009__lag_48,0.03671639541650086,0.11763217449818855,0.65,60,1.081246055400393,0.03671639541650086,alpha009,48,False,2024
alpha041__lag_23,0.0365758695183067,0.16029195728072151,0.6,60,0.790448446839651,0.0365758695183067,alpha041,23,False,2024
alpha005__lag_42,-0.036524952631740285,0.14699082896718837,0.38333333333333336,60,-0.8607757932481961,0.036524952631740285,alpha005,42,False,2024
alpha005__lag_36,-0.03643148180756075,0.1633238936955762,0.3333333333333333,60,-0.7727121373108142,0.03643148180756075,alpha005,36,False,2024
alpha014__lag_08,0.036358361106586995,0.10851266375860211,0.65,60,1.1606853345087602,0.036358361106586995,alpha014,8,False,2024
alpha033__lag_07,0.036354106185617276,0.1527083047166919,0.6,60,0.8246723594248695,0.036354106185617276,alpha033,7,True,2024
alpha014__lag_10,0.03606291145501104,0.1146532676917269,0.65,60,1.0895946738628182,0.03606291145501104,alpha014,10,False,2024
alpha014__lag_05,0.03594402656789152,0.10477162467109462,0.6833333333333333,60,1.1884301773430397,0.03594402656789152,alpha014,5,False,2024
alpha018__lag_37,-0.03591951331043168,0.17184376885631014,0.43333333333333335,60,-0.7240812099371003,0.03591951331043168,alpha018,37,False,2024
alpha009__lag_06,0.03581229987604765,0.15911391622140206,0.55,60,0.7796769056315112,0.03581229987604765,alpha009,6,False,2024
alpha014__lag_02,0.03575418818836545,0.11047860630155804,0.6666666666666666,60,1.1210871063415042,0.03575418818836545,alpha014,2,False,2024
alpha009__lag_07,0.03568480993314355,0.14805355504973366,0.55,60,0.8349398140676983,0.03568480993314355,alpha009,7,False,2024
alpha006__lag_10,0.0354373085590128,0.11667904330915439,0.6666666666666666,60,1.0521035683344504,0.0354373085590128,alpha006,10,False,2024
alpha022__lag_56,0.03534639502265134,0.09341224949937821,0.6833333333333333,60,1.3107863769845156,0.03534639502265134,alpha022,56,True,2024
alpha005__lag_44,-0.035156688566840406,0.14859647447603824,0.38333333333333336,60,-0.8195775981678852,0.035156688566840406,alpha005,44,False,2024
alpha005__lag_43,-0.034988483114161646,0.14935869854820083,0.4166666666666667,60,-0.8114938202134423,0.034988483114161646,alpha005,43,False,2024
alpha101__lag_43,0.03492033614930416,0.14227770870980752,0.5833333333333334,60,0.8502216823204948,0.03492033614930416,alpha101,43,False,2024
alpha041__lag_10,-0.034854383418981616,0.14890145474366204,0.4,60,-0.8108659925732795,0.034854383418981616,alpha041,10,False,2024
alpha038__lag_23,0.03457922515152499,0.15366045363850034,0.6166666666666667,60,0.779549629466907,0.03457922515152499,alpha038,23,False,2024
alpha041__lag_00,0.0342567626199702,0.14378825218575242,0.6,60,0.8253032143956195,0.0342567626199702,alpha041,0,False,2024
alpha003__lag_07,0.0341350768597728,0.08018092663780438,0.7166666666666667,60,1.474756900939058,0.0341350768597728,alpha003,7,True,2024
alpha013__lag_29,0.034018895836688025,0.09456872774790186,0.6166666666666667,60,1.2461298234572957,0.034018895836688025,alpha013,29,True,2024
alpha011__lag_40,-0.03383678003541381,0.1250444425910776,0.38333333333333336,60,-0.9373790785333275,0.03383678003541381,alpha011,40,False,2024
alpha043__lag_02,0.033818989676005946,0.11420299295843525,0.65,60,1.0258261515231695,0.033818989676005946,alpha043,2,False,2024
alpha006__lag_23,0.033694994909142094,0.12104640209533676,0.6,60,0.9642821617687239,0.033694994909142094,alpha006,23,False,2024
alpha010__lag_05,-0.033573210730333244,0.14161598080338464,0.43333333333333335,60,-0.8212421568281648,0.033573210730333244,alpha010,5,False,2024
alpha010__lag_18,0.03357030852983204,0.1431287861480494,0.5833333333333334,60,0.8124917644349683,0.03357030852983204,alpha010,18,False,2024
alpha002__lag_47,-0.033540871420772014,0.07751595534447153,0.35,60,-1.498904146191507,0.033540871420772014,alpha002,47,False,2024
alpha033__lag_01,-0.03352471994428922,0.13771964143473397,0.4166666666666667,60,-0.8432568898394147,0.03352471994428922,alpha033,1,False,2024
alpha033__lag_35,0.033523965788660424,0.13277696420837637,0.5333333333333333,60,0.8746277995335819,0.033523965788660424,alpha033,35,False,2024
alpha006__lag_01,0.03334755374277831,0.10575397686462171,0.6333333333333333,60,1.092340148391115,0.03334755374277831,alpha006,1,False,2024
alpha018__lag_15,-0.03332978638905596,0.15603183803812606,0.45,60,-0.7399628711309113,0.03332978638905596,alpha018,15,False,2024
alpha038__lag_28,0.033290040645907015,0.1395518931665183,0.5833333333333334,60,0.8263598647987092,0.033290040645907015,alpha038,28,False,2024
alpha022__lag_50,-0.033234050255966804,0.10746909761501751,0.3333333333333333,60,-1.0712486633290241,0.033234050255966804,alpha022,50,True,2024
alpha009__lag_09,0.033105286604064504,0.1433305223079689,0.6166666666666667,60,0.8001092506195531,0.033105286604064504,alpha009,9,False,2024
alpha014__lag_01,0.033050912704346964,0.1114480943144257,0.65,60,1.027309805387005,0.033050912704346964,alpha014,1,False,2024
alpha009__lag_15,-0.033021802347213663,0.13620124788636004,0.43333333333333335,60,-0.8398665990284094,0.033021802347213663,alpha009,15,False,2024
alpha009__lag_32,0.03297447041551851,0.1386860483160445,0.6833333333333333,60,0.8236366787551975,0.03297447041551851,alpha009,32,False,2024
alpha009__lag_35,0.032911310983694854,0.13899993704149938,0.6166666666666667,60,0.8202027134795058,0.032911310983694854,alpha009,35,False,2024
alpha009__lag_14,0.032646057062658815,0.14667341880952614,0.5833333333333334,60,0.7710276334766308,0.032646057062658815,alpha009,14,False,2024
alpha041__lag_20,-0.03261793561090795,0.16074570869957266,0.4666666666666667,60,-0.7029229230833326,0.03261793561090795,alpha041,20,False,2024
alpha033__lag_31,0.03261753880854541,0.11817777380273028,0.5833333333333334,60,0.9561059176585208,0.03261753880854541,alpha033,31,False,2024
alpha101__lag_30,0.03260663198065497,0.12780864114732474,0.6166666666666667,60,0.8837640827288737,0.03260663198065497,alpha101,30,False,2024
alpha009__lag_37,-0.032444659770224156,0.13780799704355237,0.4,60,-0.8155665906464671,0.032444659770224156,alpha009,37,False,2024
alpha018__lag_46,-0.03239399620905173,0.14961846473567703,0.48333333333333334,60,-0.750015011762008,0.03239399620905173,alpha018,46,False,2024
alpha003__lag_06,0.032154505018878975,0.08193321800487163,0.6166666666666667,60,1.359478798492094,0.032154505018878975,alpha003,6,False,2024
alpha010__lag_37,-0.03205988591807472,0.1287478460049066,0.36666666666666664,60,-0.8626062962304031,0.03205988591807472,alpha010,37,False,2024
alpha012__lag_37,-0.0320495217734831,0.09967864367706683,0.4,60,-1.1138072915558597,0.0320495217734831,alpha012,37,False,2024
alpha033__lag_26,0.03204596510359221,0.16064250842290856,0.55,60,0.6910405008228266,0.03204596510359221,alpha033,26,False,2024
alpha033__lag_03,0.03201406971405165,0.16048915477816247,0.6333333333333333,60,0.6910123662678108,0.03201406971405165,alpha033,3,False,2024
alpha101__lag_44,0.03193776310202764,0.12243596576529298,0.6,60,0.9036205665066342,0.03193776310202764,alpha101,44,False,2024
alpha041__lag_07,0.031888619270921036,0.15002932434704253,0.5833333333333334,60,0.7362921748909952,0.031888619270921036,alpha041,7,False,2024
alpha005__lag_35,-0.031873361555234944,0.16000193354347117,0.4166666666666667,60,-0.6900701810166614,0.031873361555234944,alpha005,35,False,2024
alpha033__lag_14,0.03172575329074225,0.17095976909242763,0.6333333333333333,60,0.6428485122514712,0.03172575329074225,alpha033,14,False,2024
alpha006__lag_00,0.03170031284540471,0.10615924463236254,0.7,60,1.0344186727065516,0.03170031284540471,alpha006,0,False,2024
alpha038__lag_24,0.03162674034491641,0.1717855270099985,0.5666666666666667,60,0.6377617731672508,0.03162674034491641,alpha038,24,False,2024
alpha012__lag_06,0.03144008813562672,0.09427064654208485,0.65,60,1.155308296756795,0.03144008813562672,alpha012,6,False,2024
alpha041__lag_35,0.03140830304085266,0.14324702097633463,0.5166666666666667,60,0.7595379823677345,0.03140830304085266,alpha041,35,False,2024
alpha002__lag_31,0.03140055049991385,0.08787282987970794,0.6666666666666666,60,1.2378649674975932,0.03140055049991385,alpha002,31,False,2024
alpha033__lag_00,0.03130846843621863,0.15176607112009535,0.6166666666666667,60,0.7146242587486586,0.03130846843621863,alpha033,0,False,2024
alpha004__lag_49,-0.031212364133413557,0.10531974523878278,0.36666666666666664,60,-1.0266147222601774,0.031212364133413557,alpha004,49,False,2024
alpha013__lag_10,0.03110533404676431,0.08301172073218731,0.6166666666666667,60,1.2980340241160113,0.03110533404676431,alpha013,10,True,2024
alpha006__lag_25,0.031102233966602697,0.11876796828268178,0.5833333333333334,60,0.9071578850424022,0.031102233966602697,alpha006,25,False,2024
alpha018__lag_27,-0.03109845272412564,0.17083732671592983,0.4166666666666667,60,-0.6305893587825824,0.03109845272412564,alpha018,27,False,2024
alpha009__lag_18,0.03102845206216045,0.15479816569431845,0.5666666666666667,60,0.6943603654581253,0.03102845206216045,alpha009,18,False,2024
alpha038__lag_14,0.030982869781496745,0.16431487413979168,0.5833333333333334,60,0.6531837717891318,0.030982869781496745,alpha038,14,False,2024
alpha010__lag_30,-0.03097995244506942,0.14141941813658407,0.4,60,-0.7588611572295358,0.03097995244506942,alpha010,30,False,2024
alpha038__lag_44,-0.030957389227252982,0.13289514047092857,0.43333333333333335,60,-0.8069485584089836,0.030957389227252982,alpha038,44,False,2024
alpha006__lag_11,0.030933047550459097,0.11173635124521164,0.65,60,0.9590005292505052,0.030933047550459097,alpha006,11,False,2024
alpha018__lag_34,-0.030882852500557844,0.17010504278570923,0.48333333333333334,60,-0.6289133906630493,0.030882852500557844,alpha018,34,False,2024
alpha003__lag_10,0.03087556052637327,0.0853262582753611,0.65,60,1.2534954801666005,0.03087556052637327,alpha003,10,False,2024
alpha013__lag_13,0.030753599879626232,0.08302099288148314,0.65,60,1.2832127311027925,0.030753599879626232,alpha013,13,False,2024
alpha101__lag_26,-0.030701075317097155,0.15896515034911674,0.5,60,-0.669024904885469,0.030701075317097155,alpha101,26,False,2024
alpha022__lag_58,0.03056528743581031,0.09151186362782648,0.5833333333333334,60,1.1570222414456912,0.03056528743581031,alpha022,58,False,2024
alpha040__lag_06,0.030519106072422093,0.12712777748601717,0.55,60,0.8316143546965268,0.030519106072422093,alpha040,6,False,2024
alpha006__lag_22,0.030507220864404782,0.11695805334888,0.6333333333333333,60,0.9035727771093311,0.030507220864404782,alpha006,22,False,2024
alpha009__lag_05,-0.030484767918636854,0.1455993071603505,0.38333333333333336,60,-0.7252942053340147,0.030484767918636854,alpha009,5,False,2024
alpha018__lag_12,-0.030437809180156303,0.16549558924922728,0.4,60,-0.6371146471066843,0.030437809180156303,alpha018,12,False,2024
alpha038__lag_37,-0.03025017074859637,0.15766040019330696,0.4166666666666667,60,-0.6646543153507363,0.03025017074859637,alpha038,37,False,2024
alpha040__lag_25,0.030250163177654093,0.13494849382794122,0.5833333333333334,60,0.7765158109545004,0.030250163177654093,alpha040,25,False,2024
alpha101__lag_35,-0.030127299439958708,0.13326903094943368,0.4166666666666667,60,-0.7831078676432982,0.030127299439958708,alpha101,35,False,2024
alpha006__lag_02,0.030042222469525693,0.103756868048308,0.65,60,1.0030113026403056,0.030042222469525693,alpha006,2,False,2024
alpha005__lag_33,-0.029979062357422488,0.1617588758740831,0.38333333333333336,60,-0.6420081604270196,0.029979062357422488,alpha005,33,False,2024
alpha009__lag_50,-0.02996592793383684,0.15228298236843515,0.36666666666666664,60,-0.6816586971192797,0.02996592793383684,alpha009,50,False,2024
alpha022__lag_54,0.02984139786485831,0.10865391489911692,0.6833333333333333,60,0.9514027602006281,0.02984139786485831,alpha022,54,False,2024
alpha014__lag_25,0.02975345737953727,0.11081738903690266,0.6666666666666666,60,0.9300796622276039,0.02975345737953727,alpha014,25,False,2024
alpha010__lag_20,-0.0294289266744928,0.13622405494359097,0.4,60,-0.7483611647524028,0.0294289266744928,alpha010,20,False,2024
alpha009__lag_10,-0.02933369017679764,0.14390711882614146,0.36666666666666664,60,-0.7061143628492709,0.02933369017679764,alpha009,10,False,2024
alpha003__lag_11,0.029260142614050088,0.08428455599812346,0.7,60,1.20259407062367,0.029260142614050088,alpha003,11,False,2024
alpha101__lag_37,0.029212464614660164,0.13189327069349563,0.5666666666666667,60,0.767248740756182,0.029212464614660164,alpha101,37,False,2024
alpha012__lag_30,-0.029098721030874138,0.09026179650845972,0.38333333333333336,60,-1.1167618020105168,0.029098721030874138,alpha012,30,False,2024
alpha038__lag_16,0.029071111139294933,0.15447215016787189,0.5166666666666667,60,0.6519316455557831,0.029071111139294933,alpha038,16,False,2024
alpha040__lag_09,0.029067178754227912,0.12220215401146704,0.6333333333333333,60,0.8239761539765507,0.029067178754227912,alpha040,9,False,2024
alpha101__lag_03,-0.029032929182719016,0.14684446335762125,0.38333333333333336,60,-0.6848948511535231,0.029032929182719016,alpha101,3,False,2024
alpha018__lag_56,-0.028918064240693573,0.1569891844396273,0.48333333333333334,60,-0.6381020030164427,0.028918064240693573,alpha018,56,False,2024
alpha038__lag_03,0.0288182801997341,0.15373612167105244,0.6,60,0.6493558566476347,0.0288182801997341,alpha038,3,False,2024
alpha041__lag_12,-0.028796185187873906,0.16630993837650468,0.43333333333333335,60,-0.5998012661954807,0.028796185187873906,alpha041,12,False,2024
alpha002__lag_30,0.02866900084486677,0.09556569276184691,0.6333333333333333,60,1.039204857527465,0.02866900084486677,alpha002,30,False,2024
alpha010__lag_50,-0.028640402583648326,0.14293717708337633,0.38333333333333336,60,-0.6941039894074572,0.028640402583648326,alpha010,50,False,2024
alpha022__lag_57,0.028579398799626052,0.0879385049640044,0.6833333333333333,60,1.125808786287358,0.028579398799626052,alpha022,57,False,2024
alpha006__lag_14,0.028567145074931972,0.10135922037826256,0.6333333333333333,60,0.9763245319433139,0.028567145074931972,alpha006,14,False,2024
alpha004__lag_25,0.028455761823629345,0.10669310718042507,0.6,60,0.9238989574698122,0.028455761823629345,alpha004,25,False,2024
alpha009__lag_21,-0.028416688860036014,0.14668370536061984,0.4666666666666667,60,-0.6710922493736343,0.028416688860036014,alpha009,21,False,2024
alpha018__lag_04,-0.02833097623334376,0.17134745614304164,0.45,60,-0.5727624018323714,0.02833097623334376,alpha018,4,False,2024
alpha101__lag_25,-0.028311118744259334,0.13832926163218334,0.4166666666666667,60,-0.7089793656899575,0.028311118744259334,alpha101,25,False,2024
alpha012__lag_09,-0.02828023278735655,0.10385890537636677,0.3333333333333333,60,-0.9432566203171799,0.02828023278735655,alpha012,9,False,2024
alpha010__lag_15,-0.028150102800208597,0.13215522729029017,0.43333333333333335,60,-0.7378808888300488,0.028150102800208597,alpha010,15,False,2024
alpha014__lag_00,0.02807415553614859,0.10608530063116502,0.6166666666666667,60,0.9167314129082169,0.02807415553614859,alpha014,0,False,2024
alpha043__lag_42,0.02799687852283948,0.11245465472390587,0.6166666666666667,60,0.8624279034771396,0.02799687852283948,alpha043,42,False,2024
alpha040__lag_07,0.027987496452735253,0.12983946275724684,0.6166666666666667,60,0.746703117886793,0.027987496452735253,alpha040,7,False,2024
alpha018__lag_13,-0.027798575326275478,0.17138120050832825,0.38333333333333336,60,-0.5618882899679528,0.027798575326275478,alpha018,13,False,2024
alpha011__lag_17,-0.027765906216415833,0.12083973584133148,0.38333333333333336,60,-0.7959626847938804,0.027765906216415833,alpha011,17,False,2024
alpha013__lag_12,0.02771632273400282,0.09561505765117087,0.6333333333333333,60,1.0041531188405102,0.02771632273400282,alpha013,12,False,2024
alpha003__lag_24,0.027661185572192257,0.06626413154022227,0.7166666666666667,60,1.4460486448704601,0.027661185572192257,alpha003,24,False,2024
alpha040__lag_58,-0.02763199284717978,0.12522090590923973,0.4166666666666667,60,-0.7644093480745806,0.02763199284717978,alpha040,58,False,2024
alpha101__lag_50,0.0276052471490091,0.15665981089381356,0.5166666666666667,60,0.6104142516805221,0.0276052471490091,alpha101,50,False,2024
alpha018__lag_52,-0.027587276940090045,0.1588092435629372,0.43333333333333335,60,-0.6017605050019984,0.027587276940090045,alpha018,52,False,2024
alpha005__lag_46,-0.027564082919542463,0.14919297695126182,0.4,60,-0.6400085722035755,0.027564082919542463,alpha005,46,False,2024
alpha010__lag_14,0.02753904343442871,0.1450098301122949,0.65,60,0.6578729508660033,0.02753904343442871,alpha010,14,False,2024
alpha101__lag_07,-0.02740328225932808,0.1422545412222751,0.43333333333333335,60,-0.6673091313569244,0.02740328225932808,alpha101,7,False,2024
alpha012__lag_44,-0.02739990041348714,0.0797127980701896,0.38333333333333336,60,-1.1907252232370251,0.02739990041348714,alpha012,44,False,2024
alpha006__lag_28,0.02739676365707615,0.10619369039042956,0.6166666666666667,60,0.8936987958992517,0.02739676365707615,alpha006,28,False,2024
alpha006__lag_13,0.027348845167545013,0.10841527247192657,0.6333333333333333,60,0.8738545461072114,0.027348845167545013,alpha006,13,False,2024
alpha033__lag_06,0.027269954310947347,0.16598851350442842,0.5,60,0.569111023280326,0.027269954310947347,alpha033,6,False,2024
alpha004__lag_48,-0.027202659037925993,0.10435921033591525,0.4166666666666667,60,-0.902965582108193,0.027202659037925993,alpha004,48,False,2024
alpha009__lag_46,-0.027176548824780565,0.14439788614909738,0.5,60,-0.6519647149168525,0.027176548824780565,alpha009,46,False,2024
alpha038__lag_06,0.027148905494474414,0.15239804540210847,0.5333333333333333,60,0.6171113751786341,0.027148905494474414,alpha038,6,False,2024
alpha005__lag_09,-0.027008691951974126,0.13965633939733482,0.4666666666666667,60,-0.6699363152244927,0.027008691951974126,alpha005,9,False,2024
alpha009__lag_30,-0.02694728317356844,0.1430835909660716,0.45,60,-0.6524027425847024,0.02694728317356844,alpha009,30,False,2024
alpha038__lag_35,0.026706260297110266,0.12820340541881595,0.5,60,0.721612652388492,0.026706260297110266,alpha038,35,False,2024
alpha010__lag_01,-0.026688293706514765,0.13820771698816264,0.36666666666666664,60,-0.6689276355091438,0.026688293706514765,alpha010,1,False,2024
alpha101__lag_40,-0.026612509963559405,0.14299931603696753,0.4,60,-0.6446774803020987,0.026612509963559405,alpha101,40,False,2024
alpha033__lag_30,-0.026578655154136703,0.14430063771029794,0.4666666666666667,60,-0.6380509726677649,0.026578655154136703,alpha033,30,False,2024
alpha018__lag_07,0.026527211180011015,0.15673614456747456,0.5666666666666667,60,0.5862907713301365,0.026527211180011015,alpha018,7,False,2024
alpha007__lag_14,0.026408783583636294,0.10340096550111598,0.5833333333333334,60,0.8847374821167462,0.026408783583636294,alpha007,14,False,2024
alpha013__lag_09,0.026370615855488264,0.08878395853575642,0.6166666666666667,60,1.0289076369621897,0.026370615855488264,alpha013,9,False,2024
alpha033__lag_50,-0.026357459201107422,0.1771036922833957,0.43333333333333335,60,-0.5155449658462256,0.026357459201107422,alpha033,50,False,2024
alpha005__lag_41,-0.026235445939574296,0.14686286321351147,0.4166666666666667,60,-0.6188239059524024,0.026235445939574296,alpha005,41,False,2024
alpha018__lag_59,-0.026228087932553157,0.16615597483382658,0.45,60,-0.5468160977057775,0.026228087932553157,alpha018,59,False,2024
alpha004__lag_02,0.02622059017940548,0.11167621643627856,0.5833333333333334,60,0.8133404917256566,0.02622059017940548,alpha004,2,False,2024
alpha033__lag_56,-0.02619398540933588,0.14594019353758092,0.4,60,-0.6217521367066653,0.02619398540933588,alpha033,56,False,2024
alpha038__lag_17,0.026070338889676234,0.14767718814841235,0.55,60,0.6115386146447762,0.026070338889676234,alpha038,17,False,2024
alpha101__lag_32,-0.026027139504586353,0.12784548608030713,0.4,60,-0.7052314380393385,0.026027139504586353,alpha101,32,False,2024
alpha018__lag_21,-0.025988368772421864,0.1590254916755913,0.43333333333333335,60,-0.5661126986042845,0.025988368772421864,alpha018,21,False,2024
alpha038__lag_10,-0.02595104176065601,0.14804545247587497,0.4,60,-0.6072259848187174,0.02595104176065601,alpha038,10,False,2024
alpha033__lag_37,-0.025939499640272787,0.14564884811964657,0.4,60,-0.616943173666015,0.025939499640272787,alpha033,37,False,2024
alpha004__lag_45,-0.025930116482720325,0.10751672342062824,0.4166666666666667,60,-0.8354473195494329,0.025930116482720325,alpha004,45,False,2024
alpha010__lag_52,-0.02591636318518342,0.13247368191621683,0.3333333333333333,60,-0.6776962357328459,0.02591636318518342,alpha010,52,False,2024
