split,feature,mean,std,missing_rate,test_year
train,alpha022__lag_56,-0.0023302510609764593,0.9975006175264283,0.012794612794612794,2025
train,alpha013__lag_29,-0.001820939886933015,0.9986715819799529,0.005646205646205646,2025
train,alpha033__lag_32,0.0005484971275607631,0.9976887563594156,0.0053872053872053875,2025
train,alpha043__lag_01,0.00011466642033461365,0.9980833247594616,0.0062678062678062675,2025
train,alpha011__lag_17,0.0007155240080228149,0.9982142293455992,0.003367003367003367,2025
train,alpha038__lag_43,0.00037412797766233475,0.9978749699362588,0.008650608650608651,2025
train,alpha014__lag_23,0.000705067844521489,0.9983586681472474,0.005439005439005439,2025
train,alpha018__lag_06,-4.7866332255551846e-05,0.9981635978711031,0.002641802641802642,2025
train,alpha009__lag_06,-8.546189006318052e-05,0.9983128389985046,0.0010878010878010878,2025
validation,alpha041__lag_48,0.00013698440394895885,0.9989396342684495,0.0,2025
validation,alpha022__lag_55,0.0010386045408151937,0.9986391639907076,0.00030656039239730225,2025
validation,alpha013__lag_11,-0.0011523693582242112,0.998687400857847,0.0,2025
validation,alpha033__lag_51,0.00213682126064378,0.998143086096254,0.0,2025
validation,alpha043__lag_02,-2.722803248620862e-18,0.9984655507302659,0.0,2025
validation,alpha011__lag_14,-0.0003475196498949104,0.9973812416212852,0.0,2025
validation,alpha038__lag_32,0.0007249356770646381,0.9978793407514766,0.0,2025
validation,alpha014__lag_07,-0.00046605414986599075,0.9981631838770602,0.0,2025
validation,alpha018__lag_51,0.0011340667335353748,0.9993783199955416,0.0,2025
validation,alpha009__lag_48,-0.0002882412473458497,0.9991780232532917,0.0,2025
validation,alpha041__lag_51,0.0011990543479549567,0.9992104291259095,0.0,2025
validation,alpha022__lag_56,0.0030271497684384663,0.9997698338962013,0.0006131207847946045,2025
validation,alpha013__lag_29,-0.0006499895523953796,0.997215126780138,0.0,2025
validation,alpha033__lag_32,0.0005620840258331334,0.9975911848877609,0.0,2025
validation,alpha043__lag_01,7.841673356028083e-17,0.9984655507302661,0.0,2025
validation,alpha011__lag_17,-0.000125868417596602,0.9973943340547708,0.0,2025
validation,alpha038__lag_43,0.0015058043710935852,0.9992321473777319,0.0,2025
validation,alpha014__lag_23,-0.0005602259631630338,0.9989705570230234,0.0,2025
validation,alpha018__lag_06,-0.00014635385499602493,0.9986902634115894,0.0,2025
validation,alpha009__lag_06,0.00040012636890170817,0.998648145477993,0.0,2025
train,alpha013__lag_11,0.00035185422040860654,0.9980923361422894,0.002274218237480866,2026
train,alpha041__lag_00,2.3306671848680305e-19,0.998183269268868,0.0,2026
train,alpha022__lag_55,-0.0011797318587646877,0.9973733431370729,0.010890006560244915,2026
train,alpha014__lag_07,-9.139910975009493e-05,0.9980549056619525,0.0024054231357970696,2026
train,alpha033__lag_07,0.0005061081336460916,0.9980687239140541,0.000962169254318828,2026
train,alpha018__lag_07,0.00024280699574158286,0.9981115915974896,0.0024054231357970696,2026
train,alpha038__lag_31,-0.001306752562934037,0.9990175827337743,0.00551060572928056,2026
train,alpha043__lag_02,9.044458126754013e-05,0.9983340533000418,0.00551060572928056,2026
train,alpha006__lag_06,0.0001955352731114232,0.9983479578659399,0.002274218237480866,2026
train,alpha009__lag_37,0.0009669313126246547,0.9973626266663239,0.005335665864858955,2026
train,alpha040__lag_06,0.0003897242529863657,0.9986483720833372,0.002274218237480866,2026
train,alpha013__lag_00,-1.9434976361053068e-18,0.9981820755283911,0.000656024491581019,2026
train,alpha041__lag_14,0.00014357365955477294,0.9981781871778882,0.0022304832713754648,2026
train,alpha022__lag_56,-0.0014991281204591092,0.9978460508070439,0.010933741526350318,2026
train,alpha014__lag_06,2.4305019807243812e-05,0.997778842824674,0.002274218237480866,2026
train,alpha033__lag_37,-0.0016504225479067789,0.997746211345306,0.00516072600043735,2026
train,alpha018__lag_00,1.5561601746826549e-19,0.998180481431971,0.0015307238136890444,2026
train,alpha038__lag_37,-0.001913794020726734,0.9990433754774795,0.006429040017493987,2026
train,alpha043__lag_14,-0.0012754718559571654,0.99822317673713,0.007347474305707413,2026
train,alpha006__lag_09,-0.0012956451337993368,0.9982357181126703,0.002580363000218675,2026
train,alpha009__lag_07,0.000255585210425529,0.9981288681618505,0.0013557839492674393,2026
train,alpha040__lag_23,0.0005306124166746043,0.9983836940700923,0.004592171441067133,2026
validation,alpha013__lag_11,-0.0006910739236077635,0.9989432852674658,0.00030525030525030525,2026
validation,alpha041__lag_00,-0.0004494646519184631,0.9982933895994803,0.0,2026
validation,alpha022__lag_55,-0.0006021949815898986,1.0010886773141903,0.002136752136752137,2026
validation,alpha014__lag_07,0.0031241485877302566,0.9965402022826175,0.00030525030525030525,2026
validation,alpha033__lag_07,8.751928265832337e-05,0.9987950933212153,0.0,2026
validation,alpha018__lag_07,0.0003321709489004647,0.9990169258785914,0.00030525030525030525,2026
validation,alpha038__lag_31,0.0011960936433155526,0.9991487540210153,0.001221001221001221,2026
validation,alpha043__lag_02,0.00018282893665854413,0.9986222902246739,0.001221001221001221,2026
validation,alpha006__lag_06,0.0017158079351911062,0.9982099752418738,0.00030525030525030525,2026
validation,alpha009__lag_37,-0.0019682693989682954,0.9991852776823182,0.001221001221001221,2026
validation,alpha040__lag_06,0.0013669455133794265,0.9978391683807165,0.00030525030525030525,2026
validation,alpha013__lag_00,-0.00038396173502191686,0.9983830146123033,0.0,2026
validation,alpha041__lag_14,-0.0032791992978712416,0.9982485559882246,0.00030525030525030525,2026
validation,alpha022__lag_56,0.00011718155614499787,0.9991421564892968,0.002442002442002442,2026
validation,alpha014__lag_06,3.436196655402351e-05,0.9988840102849355,0.00030525030525030525,2026
validation,alpha033__lag_37,-0.0017284480644466384,0.9990756550581327,0.0009157509157509158,2026
validation,alpha018__lag_00,0.0002559133074228283,0.9985175145302103,0.0,2026
validation,alpha038__lag_37,-0.0018732279099491793,0.9988824352705012,0.001221001221001221,2026
validation,alpha043__lag_14,-0.0016159638707126066,0.9971080706135429,0.001221001221001221,2026
validation,alpha006__lag_09,0.001147216890642056,0.9989524014930314,0.00030525030525030525,2026
validation,alpha009__lag_07,-0.00018346494011709755,0.9990059548187332,0.0,2026
validation,alpha040__lag_23,0.0012284669330548293,0.9987195869972852,0.0006105006105006105,2026
