date,gross_return,cost,net_return,turnover
2024-01-31,0.015650248778224303,0.0007800000000000001,0.014870248778224304,0.30000000000000004
2024-02-29,-0.0027294316312648985,0.0007800000000000001,-0.0035094316312648983,0.30000000000000004
2024-03-29,-0.0002192802043977089,0.00078,-0.0009992802043977088,0.3
2024-04-30,-0.006810418201039627,0.0007799999999999998,-0.007590418201039627,0.29999999999999993
2024-05-31,-0.01785644272287806,0.0007800000000000001,-0.01863644272287806,0.30000000000000004
2024-06-28,0.0016418594363291359,0.0007800000000000001,0.0008618594363291358,0.30000000000000004
2024-07-31,0.022264604739426815,0.00078,0.021484604739426816,0.3
2024-08-30,-0.028749591422239026,0.00078,-0.029529591422239026,0.3
2024-09-30,-0.004954158429470012,0.00078,-0.005734158429470012,0.3
2024-10-31,0.012127842745116078,0.0007799999999999998,0.011347842745116079,0.29999999999999993
2024-11-29,0.01107035776919781,0.00078,0.010290357769197811,0.3
2024-12-31,-0.006582170567898548,0.00078,-0.007362170567898548,0.3
2025-01-27,0.016458765773490515,0.00078,0.015678765773490515,0.3
2025-02-28,-0.02115350148650071,0.0007800000000000001,-0.02193350148650071,0.30000000000000004
2025-03-31,-0.007303475995339237,0.00078,-0.008083475995339236,0.3
2025-04-30,-0.008138133445072904,0.0007799999999999998,-0.008918133445072904,0.29999999999999993
2025-05-30,-0.03041900600029882,0.00078,-0.031199006000298818,0.3
2025-06-30,-0.030180383836929586,0.00078,-0.030960383836929586,0.3
2025-07-31,-0.007661707764131425,0.00078,-0.008441707764131424,0.3
2025-08-29,0.01761305120435981,0.0007800000000000001,0.016833051204359812,0.30000000000000004
2025-09-30,0.006949925197240547,0.0007799999999999998,0.006169925197240547,0.29999999999999993
2025-10-31,-0.0023887427300889105,0.0007800000000000001,-0.0031687427300889108,0.30000000000000004
2025-11-28,0.03801885109936258,0.0007800000000000001,0.03723885109936258,0.30000000000000004
2025-12-31,0.002493199492272449,0.00078,0.0017131994922724493,0.3
2026-01-30,-0.007738298362257904,0.0007800000000000001,-0.008518298362257903,0.30000000000000004
2026-02-27,0.01758493437846808,0.00078,0.01680493437846808,0.3
2026-03-31,0.02898998998992286,0.0007799999999999998,0.02820998998992286,0.29999999999999993
2026-04-30,0.02577047863582963,0.00078,0.024990478635829632,0.3
2026-05-29,-0.011482774481137072,0.0007800000000000001,-0.012262774481137072,0.30000000000000004
2026-06-30,0.017247015004420704,0.0007800000000000001,0.016467015004420705,0.30000000000000004
